dispatch_id,true_family,selector_regime_label,cost_aware_policy_outcome,baseline,selected_token_cost,budget_tokens,value,opt_value,value_over_opt,gap_over_opt,selected_count,status
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,27.169323,27.169323,1.0,0.0,3,available
pairwise_7,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,27.169323,27.169323,1.0,0.0,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,18.593322,27.721713,0.670713,0.329287,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,24.073789,27.721713,0.868409,0.131591,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,27.721713,27.721713,1.0,0.0,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,27.721713,27.721713,1.0,0.0,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,27.721713,27.721713,1.0,0.0,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,27.721713,27.721713,1.0,0.0,3,available
pairwise_8,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,27.721713,27.721713,1.0,0.0,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,random_budgeted,18,18,17.373132,27.883853,0.623053,0.376947,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,top_k_relevance,18,18,24.137258,27.883853,0.865636,0.134364,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,mmr_density_greedy,18,18,27.883853,27.883853,1.0,0.0,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,seeded_augmented_greedy,18,18,27.883853,27.883853,1.0,0.0,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,pair_aware_local_search,18,18,27.883853,27.883853,1.0,0.0,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,opt_or_near_opt,18,18,27.883853,27.883853,1.0,0.0,3,available
pairwise_9,pairwise-synergy,pairwise_escalate,seeded_augmented_greedy,v12_cost_aware_diagnostic_policy,18,18,27.883853,27.883853,1.0,0.0,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,14.884515,27.159334,0.548044,0.451956,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,19.966174,27.159334,0.73515,0.26485,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,27.159334,27.159334,1.0,0.0,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,27.159334,27.159334,1.0,0.0,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,27.159334,27.159334,1.0,0.0,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,27.159334,27.159334,1.0,0.0,3,available
redundancy_0,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,27.159334,27.159334,1.0,0.0,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,22.469322,27.59107,0.814369,0.185631,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,20.267917,27.59107,0.734582,0.265418,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,27.59107,27.59107,1.0,0.0,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,27.59107,27.59107,1.0,0.0,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,27.59107,27.59107,1.0,0.0,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,27.59107,27.59107,1.0,0.0,3,available
redundancy_1,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,27.59107,27.59107,1.0,0.0,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,19.681253,27.700055,0.710513,0.289487,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,20.214326,27.700055,0.729758,0.270242,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,27.700055,27.700055,1.0,0.0,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,27.700055,27.700055,1.0,0.0,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,27.700055,27.700055,1.0,0.0,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,27.700055,27.700055,1.0,0.0,3,available
redundancy_2,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,27.700055,27.700055,1.0,0.0,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,23.265541,28.244824,0.82371,0.17629,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,20.529199,28.244824,0.72683,0.27317,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,28.244824,28.244824,1.0,0.0,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,28.244824,28.244824,1.0,0.0,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,28.244824,28.244824,1.0,0.0,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,28.244824,28.244824,1.0,0.0,3,available
redundancy_3,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,28.244824,28.244824,1.0,0.0,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,20.248927,28.456433,0.711576,0.288424,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,20.657841,28.456433,0.725946,0.274054,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,28.456433,28.456433,1.0,0.0,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,28.456433,28.456433,1.0,0.0,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,28.456433,28.456433,1.0,0.0,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,28.456433,28.456433,1.0,0.0,3,available
redundancy_4,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,28.456433,28.456433,1.0,0.0,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,27.848522,29.149922,0.955355,0.044645,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,21.321869,29.149922,0.731455,0.268545,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,29.149922,29.149922,1.0,0.0,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,29.149922,29.149922,1.0,0.0,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,29.149922,29.149922,1.0,0.0,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,29.149922,29.149922,1.0,0.0,3,available
redundancy_5,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,29.149922,29.149922,1.0,0.0,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,23.880313,30.020192,0.795475,0.204525,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,21.836138,30.020192,0.727382,0.272618,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,30.020192,30.020192,1.0,0.0,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,30.020192,30.020192,1.0,0.0,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,30.020192,30.020192,1.0,0.0,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,30.020192,30.020192,1.0,0.0,3,available
redundancy_6,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,30.020192,30.020192,1.0,0.0,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,23.795977,29.99728,0.793271,0.206729,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,21.780843,29.99728,0.726094,0.273906,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,29.99728,29.99728,1.0,0.0,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,29.99728,29.99728,1.0,0.0,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,29.99728,29.99728,1.0,0.0,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,29.99728,29.99728,1.0,0.0,3,available
redundancy_7,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,29.99728,29.99728,1.0,0.0,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,22.145062,30.496332,0.726155,0.273845,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,22.145062,30.496332,0.726155,0.273845,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,30.496332,30.496332,1.0,0.0,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,30.496332,30.496332,1.0,0.0,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,30.496332,30.496332,1.0,0.0,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,30.496332,30.496332,1.0,0.0,3,available
redundancy_8,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,30.496332,30.496332,1.0,0.0,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,random_budgeted,18,18,25.174076,30.816825,0.816894,0.183106,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,top_k_relevance,18,18,22.391898,30.816825,0.726613,0.273387,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,mmr_density_greedy,18,18,30.816825,30.816825,1.0,0.0,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,seeded_augmented_greedy,18,18,30.816825,30.816825,1.0,0.0,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,pair_aware_local_search,18,18,30.816825,30.816825,1.0,0.0,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,opt_or_near_opt,18,18,30.816825,30.816825,1.0,0.0,3,available
redundancy_9,redundancy-dominated,greedy_supported,monitored_greedy,v12_cost_aware_diagnostic_policy,18,18,30.816825,30.816825,1.0,0.0,3,available
